substance_a_id,substance_b_id,pair_key,origin,interaction_code,interaction_label,risk_scale,summary,confidence,mechanism,mechanism_category,timing,evidence_gaps,evidence_tier,field_notes,sources,source_refs,source_fingerprint
snri,lithium,lithium|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
snri,lamotrigine,lamotrigine|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
snri,ketamine,ketamine|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
snri,clonidine_guanfacine,clonidine_guanfacine|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
snri,beta_blockers_ccb,beta_blockers_ccb|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,tricyclic_ad,tricyclic_ad|tricyclic_ad,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
tricyclic_ad,maoi_pharma,maoi_pharma|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,atypical_ad,atypical_ad|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,ndri_bupropion,ndri_bupropion|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,amphetamine_stims,amphetamine_stims|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,methylphenidate,methylphenidate|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,cocaine,cocaine|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,serotonergic_opioids,serotonergic_opioids|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,antipsychotics,antipsychotics|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,antihypertensives,antihypertensives|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,benzodiazepines,benzodiazepines|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,lithium,lithium|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,lamotrigine,lamotrigine|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,ketamine,ketamine|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,clonidine_guanfacine,clonidine_guanfacine|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tricyclic_ad,beta_blockers_ccb,beta_blockers_ccb|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,maoi_pharma,maoi_pharma|maoi_pharma,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
maoi_pharma,atypical_ad,atypical_ad|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,ndri_bupropion,maoi_pharma|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,amphetamine_stims,amphetamine_stims|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,methylphenidate,maoi_pharma|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,cocaine,cocaine|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,mdma_2cx_dox_nbome,maoi_pharma|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,serotonergic_opioids,maoi_pharma|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,antipsychotics,antipsychotics|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,antihypertensives,antihypertensives|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,benzodiazepines,benzodiazepines|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,lithium,lithium|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,lamotrigine,lamotrigine|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,ketamine,ketamine|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,clonidine_guanfacine,clonidine_guanfacine|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
maoi_pharma,beta_blockers_ccb,beta_blockers_ccb|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,atypical_ad,atypical_ad|atypical_ad,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
atypical_ad,ndri_bupropion,atypical_ad|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,amphetamine_stims,amphetamine_stims|atypical_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,methylphenidate,atypical_ad|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,cocaine,atypical_ad|cocaine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,mdma_2cx_dox_nbome,atypical_ad|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,serotonergic_opioids,atypical_ad|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,antipsychotics,antipsychotics|atypical_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,antihypertensives,antihypertensives|atypical_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,benzodiazepines,atypical_ad|benzodiazepines,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,lithium,atypical_ad|lithium,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,lamotrigine,atypical_ad|lamotrigine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,ketamine,atypical_ad|ketamine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,clonidine_guanfacine,atypical_ad|clonidine_guanfacine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
atypical_ad,beta_blockers_ccb,atypical_ad|beta_blockers_ccb,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,ndri_bupropion,ndri_bupropion|ndri_bupropion,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
ndri_bupropion,amphetamine_stims,amphetamine_stims|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,methylphenidate,methylphenidate|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,cocaine,cocaine|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,serotonergic_opioids,ndri_bupropion|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,antipsychotics,antipsychotics|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,antihypertensives,antihypertensives|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,benzodiazepines,benzodiazepines|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,lithium,lithium|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,lamotrigine,lamotrigine|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,ketamine,ketamine|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,clonidine_guanfacine,clonidine_guanfacine|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ndri_bupropion,beta_blockers_ccb,beta_blockers_ccb|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,amphetamine_stims,amphetamine_stims|amphetamine_stims,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
amphetamine_stims,methylphenidate,amphetamine_stims|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,cocaine,amphetamine_stims|cocaine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,mdma_2cx_dox_nbome,amphetamine_stims|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,serotonergic_opioids,amphetamine_stims|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,antipsychotics,amphetamine_stims|antipsychotics,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,antihypertensives,amphetamine_stims|antihypertensives,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,benzodiazepines,amphetamine_stims|benzodiazepines,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,lithium,amphetamine_stims|lithium,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,lamotrigine,amphetamine_stims|lamotrigine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,ketamine,amphetamine_stims|ketamine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,clonidine_guanfacine,amphetamine_stims|clonidine_guanfacine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
amphetamine_stims,beta_blockers_ccb,amphetamine_stims|beta_blockers_ccb,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,methylphenidate,methylphenidate|methylphenidate,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
methylphenidate,cocaine,cocaine|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,serotonergic_opioids,methylphenidate|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,antipsychotics,antipsychotics|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,antihypertensives,antihypertensives|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,benzodiazepines,benzodiazepines|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,lithium,lithium|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,lamotrigine,lamotrigine|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,ketamine,ketamine|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
methylphenidate,clonidine_guanfacine,clonidine_guanfacine|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
